Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
2793-manual-hand-juicer-for-making-juices-and-beverages-by-using-hands,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/9_26c9c9c6-e5b4-4333-888f-6dd7b49fc252.jpg?v=1651487853,9,2793 Manual Hand Juicer For Making Juices And Beverages By Using Hands. ediscountshops.com,,,,,,,,,,,,,,,,,,,,,
7271-phone-earphones-with-microphone,7271 Phone Earphones with Microphone,"<div><strong>Phone Earphones with Microphone</strong></div>
<ul class=""a-unordered-list a-vertical a-spacing-mini"" data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">With excellent Noise Isolation that effectively blocks ambient noise, you can listen to your music comfortably without hearing fatigue.</span></li>
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">We Have THree Type Earphones lighting, 3.5mm, Type C Select the Varatiuon Carefully Earphone also include a built-in remote that lets you adjust the volume, control the playback of music and video, and answer or end calls with a pinch of the cord.</span></li>
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">Powerful , bass-driven stereo sound, Excellent Sound Quality,With Full Supported Mic, This headset comes with an in-line mic with remote function so you can answer/end calls without pulling out your phones</span></li>
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">also include a built-in remote that lets you adjust the volume , control the playback of music and video, and answer or end calls</span></li>
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">The white color adds style and the lightweight design with Great sound quality and bass response.Please note- One side of the ear phones is longer than the other side.</span></li>
</ul>
<p><span class=""a-list-item"" data-mce-fragment=""1""><strong>Physical Dimension</strong><br> <br>Volu. Weight (Gm) :- 92<br> <br>Product Weight (Gm) :- 20<br> <br>Ship Weight (Gm) :- 92<br> <br>Length (Cm) :- 8<br> <br>Breadth (Cm) :- 3<br> <br>Height (Cm) :- 17</span></p>",ediscountshops.com,,Mobile Accessories,"Mobile Accessories, Mobile Headphones",TRUE,Title,Default Title,,,,,7271_cnh_sport_earphone_no1,92,shopify,620,deny,manual,78,399,TRUE,TRUE,7271_cnh_sport_earphone_no1,https://cdn.shopify.com/s/files/1/1916/9825/products/1_b9d53aa9-b13d-4d4d-ba96-8d1353f9d4f1.jpg?v=1651486052,1,7271 Phone Earphones with Microphone ediscountshops.com,FALSE,,,,,,,,,,,,,,,,,g,,39,active
7271-phone-earphones-with-microphone,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/2_37a4171e-e7df-4738-99d1-5cfbe1693144.jpg?v=1651486053,2,7271 Phone Earphones with Microphone ediscountshops.com,,,,,,,,,,,,,,,,,,,,,
7271-phone-earphones-with-microphone,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/3_0335e40e-0ed2-4ac2-9db0-1e03e82f7897.jpg?v=1651486054,3,7271 Phone Earphones with Microphone ediscountshops.com,,,,,,,,,,,,,,,,,,,,,
7271-phone-earphones-with-microphone,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/4_13b8a891-5fe1-4f61-a962-e6dfe284c215.jpg?v=1651486056,4,7271 Phone Earphones with Microphone ediscountshops.com,,,,,,,,,,,,,,,,,,,,,
7271-phone-earphones-with-microphone,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/5_01050482-25a8-40c0-a146-0f51d983dc97.jpg?v=1651486057,5,7271 Phone Earphones with Microphone ediscountshops.com,,,,,,,,,,,,,,,,,,,,,
7271-phone-earphones-with-microphone,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/6_0f37d5d9-3119-41c0-b14c-dd43288fcf7d.jpg?v=1651486058,6,7271 Phone Earphones with Microphone ediscountshops.com,,,,,,,,,,,,,,,,,,,,,
7271-phone-earphones-with-microphone,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/7_bffe0da5-8b43-402a-9e2d-8c6eb46444bc.jpg?v=1651486059,7,7271 Phone Earphones with Microphone ediscountshops.com,,,,,,,,,,,,,,,,,,,,,
6186-canvas-laundry-bag-toy-storage-laundry-storage,"6186 Canvas Laundry Bag, Toy Storage, Laundry Storage","<div data-mce-fragment=""1""><strong data-mce-fragment=""1""> Canvas Laundry Bag, Toy Storage, Laundry Storage</strong></div>
<ul data-mce-fragment=""1"" class=""a-unordered-list a-vertical a-spacing-mini"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"" class=""a-list-item"">Made In India Prettykrafts laundry bin is lightweight, yet sturdy and durable and completely collapsible. It is 100% waterproof hence easily cleanable with damp cloth</span></li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"" class=""a-list-item"">It has ring on the top and bottom to retain its shape. Even though it is used for storing dirty</span><span data-mce-fragment=""1"" class=""a-list-item""> cloth</span><span data-mce-fragment=""1"" class=""a-list-item"">es,</span><span data-mce-fragment=""1"" class=""a-list-item""> yet it's modern and stylish design adds to your home décor</span>
</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"" class=""a-list-item"">Laundry basket big 45 L is a perfect combination of style and need. Proud to be make in India product.</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"" class=""a-list-item"">Dimension: Diameter(37)CM x Height(45)CM</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"" class=""a-list-item"">The laundry hamper comes with compression packing which may result in crumpled in long-distance transit. It will recover after a period of time</span></li>
</ul>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" class=""a-list-item""><strong data-mce-fragment=""1"">Physical Dimension</strong><br data-mce-fragment=""1""> <br data-mce-fragment=""1"">Volu. Weight (Gm) :- 9320<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">Product Weight (Gm) :- 185<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">Ship Weight (Gm) :- 9320<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">Length (Cm) :- 35<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">Breadth (Cm) :- 35<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">Height (Cm) :- 40</span></p>",ediscountshops.com,,Home Improvement,Household,TRUE,Title,Default Title,,,,,6186_15in_foldable_laundry_bag,9320,shopify,60,deny,manual,270,799,TRUE,TRUE,6186_15in_foldable_laundry_bag,https://cdn.shopify.com/s/files/1/1916/9825/products/1_4ce9d265-46d8-4ffb-b2f2-3dbcb907d655.jpg?v=1651485588,1,"6186 Canvas Laundry Bag, Toy Storage, Laundry Storage ediscountshops.com",FALSE,,,,,,,,,,,,,,,,,g,,135,active
6186-canvas-laundry-bag-toy-storage-laundry-storage,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/2_95ee6822-904b-4b43-861b-4cce09f39058.jpg?v=1651485588,2,"6186 Canvas Laundry Bag, Toy Storage, Laundry Storage ediscountshops.com",,,,,,,,,,,,,,,,,,,,,
6186-canvas-laundry-bag-toy-storage-laundry-storage,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/3_97a952f8-01e6-407f-9e95-375e16491315.jpg?v=1651485588,3,"6186 Canvas Laundry Bag, Toy Storage, Laundry Storage ediscountshops.com",,,,,,,,,,,,,,,,,,,,,
6186-canvas-laundry-bag-toy-storage-laundry-storage,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/04_a723248a-e773-478d-8fed-158cc9ac8f96.jpg?v=1651485621,4,"6186 Canvas Laundry Bag, Toy Storage, Laundry Storage ediscountshops.com",,,,,,,,,,,,,,,,,,,,,
6186-canvas-laundry-bag-toy-storage-laundry-storage,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/5_ec7c7c59-e1d1-4ca4-b73b-af3faba9c509.jpg?v=1651485603,5,"6186 Canvas Laundry Bag, Toy Storage, Laundry Storage ediscountshops.com",,,,,,,,,,,,,,,,,,,,,
6186-canvas-laundry-bag-toy-storage-laundry-storage,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/6_fb72aaf8-dab0-4ab6-ae6c-19d8308de172.jpg?v=1651485603,6,"6186 Canvas Laundry Bag, Toy Storage, Laundry Storage ediscountshops.com",,,,,,,,,,,,,,,,,,,,,
6186-canvas-laundry-bag-toy-storage-laundry-storage,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/7_405cc988-f411-4552-ac25-c8e3587e1d01.jpg?v=1651485603,7,"6186 Canvas Laundry Bag, Toy Storage, Laundry Storage ediscountshops.com",,,,,,,,,,,,,,,,,,,,,
6186-canvas-laundry-bag-toy-storage-laundry-storage,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/8_18c574ed-1416-4cdc-8fa1-73fd7c73e30f.jpg?v=1651485603,8,"6186 Canvas Laundry Bag, Toy Storage, Laundry Storage ediscountshops.com",,,,,,,,,,,,,,,,,,,,,
6186-canvas-laundry-bag-toy-storage-laundry-storage,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/9_21156ac4-10bd-4486-a9b5-178e4b6b8993.jpg?v=1651485603,9,"6186 Canvas Laundry Bag, Toy Storage, Laundry Storage ediscountshops.com",,,,,,,,,,,,,,,,,,,,,
6186-canvas-laundry-bag-toy-storage-laundry-storage,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/10_b692d38e-5dc3-4852-b863-904341653641.jpg?v=1651485603,10,"6186 Canvas Laundry Bag, Toy Storage, Laundry Storage ediscountshops.com",,,,,,,,,,,,,,,,,,,,,
2792-coffee-mug-and-warmer-for-having-coffee-along-with-the-warmer-that-keeps-it-hot,2792 Coffee Mug And Warmer For Having Coffee Along With The Warmer That Keeps It Hot.,"2792 Coffee Mug And Warmer For Having Coffee Along With The Warmer That Keeps It Hot.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Description: -<br data-mce-fragment=""1"">Coffee Warmer For Desk Will Slow Down The Cooling Speed Of Hot Beverage, Keeps The Liquid Temperature Of The Drink Within The Range Suitable For Drinking.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">• Intelligent Auto On/Off- Cup Warmer Equipped Gravity Sensor Switch, Which Means It Will Automatically Close When The Cup Is Removed, And Automatically Open When The Cup Is Placed On.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">• Portable Design: This Lightweight Drink Warmer Can Be Used As A Mug Warmer For Desk, Night Table, Kitchen Island Or Living Room Side Table.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">• Perfectly Gifts: It Keeps The Beverages Warm All Day, It's A Great Gift For Your Lover, Dad, Mom, Wife, Husband And All Your Loved Ones On Winter Holidays, Valentine's Day, Thanksgiving, Christmas And Etc.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Specifications: -<br data-mce-fragment=""1"">Material- Ceramic <br data-mce-fragment=""1""><br data-mce-fragment=""1"">Dimensions: -<br data-mce-fragment=""1"">Volu. Weight (Gm) :- 928<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">Product Weight (Gm) :- 680<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">Ship Weight (Gm) :- 928<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">Length (Cm) :- 27<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">Breadth (Cm) :- 10<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">Height (Cm) :- 17",ediscountshops.com,,Kitchen,"Kitchen  Tools, Kitchen Accessories",TRUE,Title,Default Title,,,,,2792_coffee_mug_and_warmer,928,shopify,30,deny,manual,896,2999,TRUE,TRUE,2792_coffee_mug_and_warmer,https://cdn.shopify.com/s/files/1/1916/9825/products/1_0fa4824b-a568-4dcb-bb1a-42ff1d97df34.jpg?v=1651474918,1,2792 Coffee Mug And Warmer For Having Coffee Along With The Warmer That Keeps It Hot. ediscountshops.com,FALSE,,,,,,,,,,,,,,,,,g,,448,active
2792-coffee-mug-and-warmer-for-having-coffee-along-with-the-warmer-that-keeps-it-hot,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/2_08b9f6ff-fd73-4451-b23f-4bde999de398.jpg?v=1651474920,2,2792 Coffee Mug And Warmer For Having Coffee Along With The Warmer That Keeps It Hot. ediscountshops.com,,,,,,,,,,,,,,,,,,,,,
2792-coffee-mug-and-warmer-for-having-coffee-along-with-the-warmer-that-keeps-it-hot,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/3_4c153f87-833a-4c09-ba59-51540532818b.jpg?v=1651474921,3,2792 Coffee Mug And Warmer For Having Coffee Along With The Warmer That Keeps It Hot. ediscountshops.com,,,,,,,,,,,,,,,,,,,,,
2792-coffee-mug-and-warmer-for-having-coffee-along-with-the-warmer-that-keeps-it-hot,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/4_62c89124-5bec-4131-ad57-932881eb8282.jpg?v=1651474922,4,2792 Coffee Mug And Warmer For Having Coffee Along With The Warmer That Keeps It Hot. ediscountshops.com,,,,,,,,,,,,,,,,,,,,,
2792-coffee-mug-and-warmer-for-having-coffee-along-with-the-warmer-that-keeps-it-hot,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/5_05b0d577-9e07-431f-b716-70bfc2e6fb9b.jpg?v=1651474923,5,2792 Coffee Mug And Warmer For Having Coffee Along With The Warmer That Keeps It Hot. ediscountshops.com,,,,,,,,,,,,,,,,,,,,,
2792-coffee-mug-and-warmer-for-having-coffee-along-with-the-warmer-that-keeps-it-hot,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/8_4286a6d2-bf2c-4f84-ad50-4bfd23ade068.jpg?v=1651474924,6,2792 Coffee Mug And Warmer For Having Coffee Along With The Warmer That Keeps It Hot. ediscountshops.com,,,,,,,,,,,,,,,,,,,,,
2792-coffee-mug-and-warmer-for-having-coffee-along-with-the-warmer-that-keeps-it-hot,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1916/9825/products/9_3604d6f8-7c00-493b-9173-c92a6e66ca9b.jpg?v=1651474925,7,2792 Coffee Mug And Warmer For Having Coffee Along With The Warmer That Keeps It Hot. ediscountshops.com,,,,,,,,,,,,,,,,,,,,,
